1,179.8001,179.95,179.3701,179.81,4125
2,179.8,180.12,179.8,179.81,65731
3,179.69,179.94,179.65,179.92,5757
4,179.95,180.07,179.7,179.76,10734
5,179.74,180.044,179.6,180.04,8583
6,179.7191,179.91,179.585,179.622,17206
7,179.97,179.9899,179.712,179.712,4060
8,179.74,179.87,179.67,179.79,4410
9,179.73,179.9896,179.65,179.75,7252
10,179.888,179.96,179.8,179.88,11472
11,179.86,179.9,179.82,179.88,8963
12,179.84,180.1,179.79,179.86,14352
13,180.01,180.1,179.83,179.845,15752
14,180.01,180.11,179.9649,180.01,8161
15,180.07,180.11,180,180.11,3152
16,180.06,180.21,180.05,180.1,9225
17,180.2,180.22,179.9,180.0501,17608
18,180.21,180.21,180.1,180.1,3550
19,180.01,180.18,180.01,180.16,20414
20,180.07,180.07,180.02,180.028,3000
21,180.01,180.09,179.93,180.07,8891
22,180.09,180.09,179.9,180.01,7983
23,180.18,180.22,180.05,180.05,12814
24,180.13,180.2,180.1,180.18,7685
25,180.26,180.29,180.1,180.1,16574
26,180.14,180.27,180.1,180.26,7683
27,180.339,180.339,180.0833,180.0833,8520
28,180.14,180.33,180.1,180.33,9175
29,180.11,180.17,180.101,180.141,7010
30,180.229,180.229,180.06,180.17,12621
31,179.9,180.22,179.88,180.22,13540
32,180.06,180.08,179.86,179.9,13051
33,180.06,180.1026,180.02,180.06,5001
34,180,180.09,180,180.07,4400
35,179.97,180,179.91,180,6314
36,179.96,179.99,179.9,179.97,4350
37,180,180.03,179.96,179.96,9750
38,180.2,180.23,180.02,180.14,11105
39,180,180.23,180,180.22,13322
40,179.96,180.04,179.96,180.02,14831
41,179.99,179.99,179.87,179.97,14301
42,179.95,180.03,179.95,180.02,6751
43,179.89,180.0019,179.89,179.95,4035
44,179.89,179.92,179.855,179.914,7546
45,179.72,179.9,179.72,179.87,11711
46,179.5,179.72,179.5,179.72,17957
47,179.47,179.5334,179.4,179.5,12840
48,179.16,179.47,179.16,179.47,9176
49,179,179.16,178.93,179.16,22491
50,179.36,179.41,178.965,179,10876
51,179.38,179.4,179.23,179.36,5682
52,179.25,179.435,179.25,179.38,7782
53,179.35,179.425,179.32,179.32,17883
54,179.26,179.34,179.17,179.34,18935
55,179.31,179.32,179.2628,179.3,4600
56,179.32,179.3798,179.27,179.32,5300
57,179.19,179.32,179.19,179.32,8549
58,179.28,179.33,179.2,179.2,16416
59,179.17,179.29,179.17,179.25,8903
60,179.28,179.28,179.17,179.19,5202
61,179.24,179.28,179.17,179.28,22082
62,179.44,179.46,179.2801,179.319,4411
63,179.368,179.44,179.31,179.42,11100
64,179.43,179.45,179.37,179.43,11100
65,179.44,179.48,179.41,179.48,6409
66,179.48,179.54,179.441,179.441,12386
67,179.48,179.52,179.45,179.48,4400
68,179.47,179.53,179.47,179.48,8465
69,179.37,179.47,179.36,179.47,8942
70,179.43,179.45,179.37,179.38,2400
71,179.465,179.49,179.398,179.43,8607
72,179.3748,179.4696,179.37,179.46,6745
73,179.5,179.5,179.38,179.39,6143
74,179.4828,179.5296,179.46,179.5296,6067
75,179.54,179.56,179.48,179.4801,8805
76,179.62,179.63,179.52,179.55,8109
77,179.62,179.68,179.6,179.6,5980
78,179.6,179.63,179.53,179.63,10266
79,179.72,179.72,179.64,179.64,4450
80,179.73,179.748,179.68,179.72,5990
81,179.71,179.73,179.66,179.72,6605
82,179.68,179.7,179.68,179.7,4864
83,179.74,179.74,179.68,179.701,3200
84,179.75,179.786,179.75,179.75,4841
85,179.84,179.9,179.74,179.775,7000
86,179.82,179.82,179.79,179.82,3501
87,179.85,179.8501,179.81,179.81,5372
88,179.85,179.87,179.84,179.87,13872
89,179.78,179.85,179.78,179.85,5685
90,179.74,179.83,179.74,179.8,8600
91,179.54,179.71,179.53,179.71,7283
92,179.506,179.63,179.506,179.56,6086
93,179.35,179.58,179.35,179.57,22550
94,179.31,179.38,179.3,179.36,4871
95,179.33,179.38,179.31,179.3699,6137
96,179.28,179.37,179.28,179.33,15708
97,179.31,179.33,179.24,179.32,9790
