1,523.61,524.4,523.32,524.08,84880
2,523.5,524,523.33,523.84,70902
3,523.33,523.64,522.75,523.545,75195
4,522.925,523.469,522.61,523.18,42250
5,522.33,523,522.02,522.95,57526
6,523.95,524.42,522.4,522.4,89711
7,524.155,524.2799,523.71,523.9999,47972
8,523.89,524.2645,523.48,524.19,25254
9,524.03,524.3,523.72,523.99,27069
10,523.8001,524.13,523.755,524,18007
11,523.45,523.96,523.06,523.81,37827
12,523.37,523.7856,523.26,523.37,30075
13,523.357,523.61,523.3,523.37,32280
14,524.465,524.55,523.23,523.37,67701
15,524.18,524.56,523.9,524.46,8912
16,524.49,524.66,523.92,524.25,35668
17,524.3199,524.8,524.2,524.54,30189
18,524.351,524.66,524.201,524.319,18177
19,524.54,524.68,524.41,524.5158,21363
20,524.47,524.7,524.36,524.48,17650
21,523.83,524.55,523.83,524.49,39967
22,524.23,524.31,523.72,523.96,16476
23,524.51,524.56,524.0901,524.23,27233
24,524.38,524.68,524.38,524.5,40590
25,524.49,524.59,524.32,524.51,18647
26,524.33,524.8,524.25,524.55,27814
27,524.026,524.44,523.97,524.33,31923
28,523.744,524.0599,523.5,524,36384
29,523.68,523.75,523.33,523.72,27248
30,523.65,523.829,523.48,523.77,15426
31,523.525,523.78,523.47,523.76,10476
32,523.9199,523.92,523.49,523.56,20212
33,524.03,524.3,523.75,523.91,18121
34,523.55,523.98,523.51,523.96,7621
35,522.68,523.64,522.63,523.59,39763
36,523.19,523.3,522.68,522.68,19590
37,523.5899,523.6,522.96,523.03,14860
38,523.9,523.91,523.51,523.5899,20939
39,523,523.8979,522.93,523.8979,24254
40,522.94,523.175,522.81,522.94,21422
41,523.2,523.3,523.0023,523.0023,10162
42,523.12,523.44,523.12,523.3199,17694
43,522.73,523.15,522.5,523.05,43936
44,522.71,523.13,522.52,522.8763,15940
45,522.58,522.85,522.5,522.74,31642
46,522.31,522.69,522.3,522.53,39366
47,521.85,522.349,521.85,522.3,58269
48,521.739,522.1099,521.59,521.87,28388
49,521.66,521.9384,521.62,521.69,34846
50,521.66,521.91,521.6355,521.71,19626
51,521.53,521.86,521.45,521.6901,32815
52,521.6546,521.86,521.49,521.53,24694
53,522.19,522.35,521.7,521.72,35007
54,522.33,522.33,522.04,522.18,18376
55,522.196,522.62,522.196,522.3,21854
56,522.35,522.44,522.09,522.16,20836
57,522.39,522.46,522.1,522.34,24003
58,522.61,522.65,522.3901,522.453,7422
59,522.43,522.55,522.21,522.51,11773
60,522.15,522.47,522.07,522.47,7094
61,522.084,522.18,521.85,522.06,14472
62,522.12,522.2,521.911,522.14,34945
63,522.32,522.37,522.01,522.12,17558
64,522.57,522.57,522.24,522.32,14489
65,522.32,522.58,522.04,522.58,17743
66,522.405,522.48,522.28,522.28,8181
67,522.48,522.501,522.35,522.4599,7700
68,522.3201,522.58,522.32,522.55,10072
69,521.935,522.33,521.86,522.32,34393
70,522.37,522.65,521.87,521.88,16293
71,522.89,522.89,522.2001,522.32,17497
72,522.95,523,522.46,522.7201,37307
73,523,523,522.69,522.815,15588
74,523.11,523.35,522.92,523.06,24225
75,523.33,523.43,523.08,523.15,15942
76,523.35,523.44,523.0701,523.4199,11842
77,523.25,523.314,523.04,523.3,9079
78,522.967,523.13,522.831,523.08,8389
